0 0 0
1 35 8192
2 278 16384
3 291 24576
4 320 32768
5 1077 40960
6 1086 49152
7 1112 57344
8 1438 65536
9 1449 73728
10 1668 81920
11 1684 90112
12 1714 98304
13 1761 106496
14 2373 114688
15 2576 122880
16 2588 131072
17 2620 139264
18 3366 147456
19 3354 139264
20 3364 147456
21 3430 155648
22 3211 147456
23 3824 155648
24 3842 163840
25 4112 172032
26 4355 180224
27 4487 188416
28 4615 196608
29 5600 204800
30 5907 212992
31 5945 221184
32 6392 229376
33 6411 237568
34 6364 229376
35 6473 237568
36 6732 245760
37 6473 237568
38 6457 229376
39 6465 237568
40 6526 245760
41 5780 237568
42 5454 229376
43 6332 237568
44 6503 245760
45 6682 253952
46 6938 262144
47 6950 270336
48 6193 262144
49 6567 270336
50 6691 278528
51 6679 270336
52 6547 262144
53 6580 270336
54 6545 262144
55 7092 270336
56 7104 278528
57 6848 270336
58 7618 278528
59 7605 270336
60 7692 278528
61 7835 286720
62 8132 294912
63 8414 303104
64 8867 311296
65 9093 319488
66 8786 311296
67 8796 319488
68 8843 327680
69 8866 335872
70 8876 344064
71 9812 352256
72 9839 360448
73 9807 352256
74 9720 344064
75 10278 352256
76 10255 344064
77 10229 335872
78 10360 344064
79 10996 352256
80 11150 360448
81 10853 352256
82 10864 360448
83 10826 352256
84 10583 344064
85 10598 352256
86 10587 344064
87 10651 352256
88 10425 344064
89 10410 335872
90 10493 344064
91 10552 352256
92 10533 344064
93 10866 352256
94 10839 344064
95 11023 352256
96 11340 360448
97 10727 352256
98 10934 360448
99 9998 352256
100 9968 344064
101 10315 352256
102 10108 344064
103 10129 352256
104 10205 360448
105 10298 368640
106 10286 360448
107 9833 352256
108 9823 344064
109 9757 335872
110 9573 327680
111 9526 319488
112 9515 311296
113 9497 303104
114 9123 294912
115 9113 286720
116 9020 278528
117 9011 270336
118 8241 262144
119 8388 270336
120 8241 262144
121 7694 253952
122 8524 262144
123 7912 253952
124 7758 245760
125 7776 253952
126 7766 245760
127 6781 237568
128 5951 229376
129 6021 237568
130 5850 229376
131 5707 221184
132 5149 212992
133 5088 204800
134 5099 212992
135 5130 221184
136 5159 229376
137 5577 237568
138 5590 245760
139 5257 237568
140 5523 245760
141 5582 253952
142 5339 245760
143 5418 253952
144 5387 245760
145 4751 237568
146 4687 229376
147 4563 221184
148 4603 229376
149 4475 221184
150 4442 212992
151 4575 221184
152 4546 212992
153 4648 221184
154 4378 212992
155 4061 204800
156 3952 196608
157 3961 204800
158 3940 196608
159 3932 188416
160 3944 196608
161 3597 188416
162 3527 180224
163 3468 172032
164 3486 180224
165 3457 172032
166 3039 163840
167 3070 172032
168 2192 163840
169 2061 155648
170 2021 147456
171 2003 139264
172 2588 147456
173 2512 139264
174 2879 147456
175 2796 139264
176 2737 131072
177 2706 122880
178 2693 114688
179 3191 122880
180 3313 131072
181 3234 122880
182 3222 114688
183 2855 106496
184 2753 98304
185 2255 90112
186 2408 98304
187 2229 90112
188 1947 81920
189 1936 73728
190 1814 65536
191 2714 73728
192 2705 65536
193 1805 57344
194 1787 49152
195 1584 40960
196 1137 32768
197 552 24576
198 286 16384
199 133 8192
200 0 0
